resource.h, Line: 3
Draw Plate, Line: 3494
Button, Line: 3494
Draw Part Outlines, Line: 3495
Button, Line: 3495
>, Line: 3497
Clear, Line: 3498
Close, Line: 3499
Post process type, Line: 3500
All types, Line: 3501
Types to write, Line: 3502
Compact Cut Dialog, Line: 3507
MS Shell Dlg, Line: 3508
Lower left corner, Line: 3512
Button, Line: 3512
Center, Line: 3513
Button, Line: 3513
, Line: 3514
SysListView32, Line: 3514
Set selected part, Line: 3515
X    Delete Selected, Line: 3516
Match..., Line: 3517
Auto fill, Line: 3518
Can I rotate, Line: 3522
Button, Line: 3522
, Line: 3523
SysListView32, Line: 3523
Advanced..., Line: 3524
Results..., Line: 3525
Calculate, Line: 3526
Cancel, Line: 3527
Plate to cut, Line: 3528
X Length, Line: 3529
Y Length, Line: 3530
Machining origin, Line: 3531
Clearence, Line: 3532
Parts to cut, Line: 3533
Name, Line: 3534
Count, Line: 3535
Plate numbers, Line: 3537
As needed, Line: 3538
Button, Line: 3538
Limited, Line: 3539
Button, Line: 3539
Select name text, Line: 3541
Select count text, Line: 3542
Flip all rot, Line: 3543
List to excel, Line: 3544
X Y Clearences, Line: 3545
Collision Check, Line: 3552
MS Shell Dlg, Line: 3553
OK, Line: 3555
Cancel, Line: 3556
, Line: 3557
SysListView32, Line: 3557
Geometry:, Line: 3558
Action, Line: 3559
Secimler-Degistirmek icin cift tiklayin-, Line: 3562
Sayisal Parametreler:, Line: 3564
^, Line: 3566
Value=, Line: 3567
Name:, Line: 3569
Dialog, Line: 3574
MS Shell Dlg, Line: 3575
Bin Packing Parameters Dialog, Line: 3581
MS Shell Dlg, Line: 3582
firstBoxesHrt, Line: 3584
Button, Line: 3584
isCloseHrt, Line: 3586
Button, Line: 3586
rightAndTopBoxHrt, Line: 3589
Button, Line: 3589
Big parts first, Line: 3590
Button, Line: 3590
firstLeftHrt, Line: 3594
Button, Line: 3594
Add Parameter Set, Line: 3595
, Line: 3596
SysListView32, Line: 3596
Activate All, Line: 3597
Deactivate All, Line: 3598
Delete, Line: 3599
OK, Line: 3600
Cancel, Line: 3601
firstBoxesHrt_Coef, Line: 3602
item_epsilon_Coef, Line: 3603
item_epsilon_StartingRatio, Line: 3604
box_epsilon_Coef , Line: 3605
box_epsilon_StartingRatio, Line: 3606
Parameter Sets, Line: 3607
Parameters, Line: 3608
One D epsilon coef X-Y , Line: 3611
Max combinations, Line: 3613
Multi plates step, Line: 3614
Max combinations item count, Line: 3617
Animate 2.5, Line: 3622
MS Shell Dlg, Line: 3623
OK, Line: 3625
Cancel, Line: 3626
>>, Line: 3628
<<, Line: 3629
Draw All, Line: 3630
Hide All, Line: 3631
--------Operations-------, Line: 3636
MS Shell Dlg, Line: 3637
OK, Line: 3639
Cancel, Line: 3640
Edit, Line: 3641
Save, Line: 3642
..., Line: 3644
Read..., Line: 3645
, Line: 3646
SysListView32, Line: 3646
Contour2D Dialog, Line: 3651
MS Shell Dlg, Line: 3652
, Line: 3654
SysListView32, Line: 3654
Geometry selection, Line: 3655
Recalculate Selected, Line: 3656
Sorting Start Point, Line: 3657
Avoid curves, Line: 3658
Area Cleaning, Line: 3666
Button, Line: 3666
Tool wear, Line: 3667
Button, Line: 3667
Zigzag, Line: 3668
Button, Line: 3668
Record, Line: 3669
Stepdown, Line: 3675
Tool, Line: 3676
Stock to leave, Line: 3677
Machining Side, Line: 3678
Safe Z, Line: 3679
Feedrates - 0 value is used for rapid moves (G00), Line: 3680
Cutting, Line: 3681
Entry, Line: 3682
Exit, Line: 3683
Link, Line: 3684
Spindle Speed, Line: 3685
Type, Line: 3686
Entry, Line: 3687
Exit, Line: 3688
Operation Templates, Line: 3690
Plunge H, Line: 3692
Start , End trim distances:, Line: 3693
Z Min, Line: 3696
Z Max, Line: 3697
Tool Length, Line: 3698
Blade, Line: 3700
Button, Line: 3700
Manage templates, Line: 3701
Drop to faces, Line: 3702
Climb, Line: 3703
Button, Line: 3703
Taper angle, Line: 3704
Tool axis, Line: 3706
Break contours at sharp corners, Line: 3707
Button, Line: 3708
Sharp offset, Line: 3709
Button, Line: 3709
Make loop CCW, Line: 3710
Button, Line: 3710
Tool rotate CCW, Line: 3711
Button, Line: 3711
Extra parameters, Line: 3712
Break contours at sharp corners united, Line: 3714
Button, Line: 3715
Sharp angle threshold, Line: 3717
Contour link type, Line: 3719
iletisim diyalogu, Line: 3724
Microsoft Sans Serif, Line: 3725
OK, Line: 3728
STOP, Line: 3729
Cnc Milling Machine Tools Dialog, Line: 3734
MS Shell Dlg, Line: 3735
, Line: 3738
{6262D3A0-531B-11CF-91F6-C2863C385E30}, Line: 3739
Add CNC machine tool, Line: 3740
Edit, Line: 3741
Sil, Line: 3742
Parï¿½aya Cnc Tezgah Seï¿½, Line: 3743
OK, Line: 3744
Cancel, Line: 3745
CNC Milling Machine Dialog, Line: 3750
MS Shell Dlg, Line: 3751
ï¿½ok iyi, Line: 3759
Button, Line: 3759
Good, Line: 3760
Button, Line: 3760
Mid, Line: 3761
Button, Line: 3761
Bad, Line: 3762
Button, Line: 3762
OK, Line: 3763
Cancel, Line: 3764
Name, Line: 3765
X max (mm), Line: 3766
Y max (mm), Line: 3767
Z max (mm), Line: 3768
Max revolution(round/min), Line: 3769
Tonaj (kg), Line: 3770
Machining precision, Line: 3771
Supports, Line: 3776
MS Shell Dlg, Line: 3777
OK, Line: 3779
Insert..., Line: 3781
X      Sil, Line: 3782
Support Diameter, Line: 3784
Tool wear dialog, Line: 3789
MS Shell Dlg, Line: 3790
OK, Line: 3792
Cancel, Line: 3793
Tool wear model, Line: 3794
Constant linear decrease by cutting length, Line: 3795
Button, Line: 3796
Decrease proportional to cutter diameter by cutting length, Line: 3797
Button, Line: 3798
Tool wear in1000 mm, Line: 3800
Reference Diameter, Line: 3802
Arc fit, Line: 3803
Button, Line: 3803
Actual Diameter, Line: 3804
Extra operation parameters, Line: 3810
MS Shell Dlg, Line: 3811
OK, Line: 3813
Cancel, Line: 3814
, Line: 3815
SysListView32, Line: 3815
Button1, Line: 3816
Button2, Line: 3817
, Line: 3820
SysDateTimePick32, Line: 3820
MS Shell Dlg, Line: 3825
Radio1, Line: 3827
Button, Line: 3827
Radio2, Line: 3828
Button, Line: 3828
Radio3, Line: 3829
Button, Line: 3829
Dialog, Line: 3834
MS Shell Dlg, Line: 3835
OK, Line: 3837
Cancel, Line: 3838
, Line: 3841
SysDateTimePick32, Line: 3841
, Line: 3842
SysListView32, Line: 3842
AluKes Geo Dialog, Line: 3847
MS Shell Dlg, Line: 3848
OK, Line: 3850
Cancel, Line: 3851
, Line: 3852
SysListView32, Line: 3852
Button1, Line: 3853
Button2, Line: 3854
AluKes Position Clamps Constraint, Line: 3859
MS Shell Dlg, Line: 3860
OK, Line: 3862
Cancel, Line: 3863
Inputs, Line: 3865
All Operations, Line: 3866
Clamp Positions, Line: 3867
Move clamps to position, Line: 3869
Print Constraint, Line: 3870
Calculation Result, Line: 3871
Possible Operations, Line: 3873
Impossible Operations, Line: 3874
>>, Line: 3877
Machining Templates Dialog, Line: 3882
MS Shell Dlg, Line: 3883
OK, Line: 3885
Cancel, Line: 3886
, Line: 3887
SysListView32, Line: 3887
Load checked templates to dialog, Line: 3888
If more than one template is checked only common parameters will be loaded., Line: 3889
Micro pattern-5 axis laser texturing, Line: 3894
MS Shell Dlg, Line: 3895
OK, Line: 3897
Cancel, Line: 3898
Planar deviation tolerance, Line: 3900
Laser focal distance, Line: 3902
Max rectangle length, Line: 3904
, Line: 3905
SysListView32, Line: 3905
Yï¿½zeyleri seï¿½, Line: 3906
Enlarge rectangle by, Line: 3908
Bmp record path, Line: 3910
Bmp pixels dot per mm, Line: 3912
Quad information:, Line: 3915
>, Line: 3916
Contour entry & exit parameters, Line: 3921
MS Shell Dlg, Line: 3922
OK, Line: 3924
Cancel, Line: 3925
Line length, Line: 3928
Circle radius, Line: 3929
Circle end angle, Line: 3931
Line angle, Line: 3932
Elevation per length (for ramping.  0 means no ramp), Line: 3935
0 degrees make a tangent line to contour.90 and -90 make vertical lines on two sides., Line: 3936
Automated Contour Cutting Parameters, Line: 3942
MS Shell Dlg, Line: 3943
OK, Line: 3945
Cancel, Line: 3946
Cutting operation template, Line: 3948
Tool name, Line: 3949
Start extension(1,2), Line: 3952
End extension(1,2), Line: 3953
Do anyshape nesting calculation, Line: 3955
Button, Line: 3956
Stock width, Line: 3959
Stock height, Line: 3960
Stock Trim Margin, Line: 3962
Allow mirroring parts, Line: 3964
Button, Line: 3964
Rotation Step, Line: 3965
Add tree link for sub-contours, Line: 3966
Button, Line: 3967
Tolerance to digitise arcs for anyshape, Line: 3969
, Line: 3970
SysListView32, Line: 3970
, Line: 3971
SysListView32, Line: 3971
Stocks, Line: 3972
Parts, Line: 3973
Select Part Out, Line: 3974
Add rectangle stock, Line: 3975
Select Curves , Make Stock, Line: 3976
Nesting, Line: 3977
Delete Checked Parts, Line: 3978
Delete Checked Stocks, Line: 3979
Part Name, Line: 3981
Active Solution Space, Line: 3983
>, Line: 3984
>, Line: 3985
>, Line: 3986
Priority, Line: 3988
>, Line: 3989
Sort By Name, Line: 3990
Sort By Area, Line: 3991
Reverse Order, Line: 3992
Number to add, Line: 3994
Priority, Line: 3996
>, Line: 3997
New Solution Space, Line: 3998
Clear NCPostBox, Line: 3999
Button, Line: 3999
Send checked to NCPostBox, Line: 4000
, Line: 4001
SysListView32, Line: 4001
, Line: 4002
SysListView32, Line: 4002
Utilized Parts, Line: 4003
Utilized Stock, Line: 4004
Transform Checked, Line: 4005
Add original (No nesting), Line: 4006
Sort by selection time, Line: 4008
Concave, Line: 4011
..., Line: 4013
Triangle Import Export Options, Line: 4018
MS Shell Dlg, Line: 4019
OK, Line: 4021
Cancel, Line: 4022
Reading, Line: 4023
Writing, Line: 4024
Export Binary STL, Line: 4025
Button, Line: 4025
Export to text file, Line: 4026
Button, Line: 4026
Sharp angle threshold in degrees, Line: 4028
Add sharp edges to graphic as wireframe, Line: 4029
Button, Line: 4030
Transformation, Line: 4035
MS Shell Dlg, Line: 4036
OK, Line: 4038
Cancel, Line: 4039
Angle, Line: 4040
Rotate, Line: 4042
Dialog, Line: 4047
MS Shell Dlg, Line: 4048
Mold surface, Line: 4050
Pulun Deï¿½iï¿½ken ï¿½apï¿½, Line: 4051
Insert, Line: 4052
Yeniden Hesapla, Line: 4053
Temizle, Line: 4054
End, Line: 4055
Set, Line: 4067
Sil, Line: 4068
Insert, Line: 4069
, Line: 4070
SysTreeView32, Line: 4070
Takï¿½mYolu ï¿½ret, Line: 4071
Yay Aralï¿½klarï¿½(ï¿½st, Alt), Line: 4072
ï¿½iï¿½iklik (Gidiï¿½, Dï¿½nï¿½ï¿½), Line: 4073
Limit Angle, Line: 4074
Takï¿½m ï¿½smi : , Line: 4075
Yay Parametreleri, Line: 4076
General Spline parameters, Line: 4077
Min. Adï¿½m, Line: 4078
ï¿½iï¿½iklik, Line: 4079
Initial value, Line: 4080
Final value, Line: 4081
Takï¿½mYolu dï¿½nï¿½ï¿½, Line: 4082
Takï¿½mYolu dï¿½nï¿½ï¿½, Line: 4083
Return Offset, Line: 4087
Pulcuk Seï¿½, Line: 4088
, Line: 4089
SysTreeView32, Line: 4089
Yukarï¿½, Line: 4090
Button, Line: 4090
ï¿½stï¿½nden, Line: 4091
Button, Line: 4091
Entry, Line: 4092
ï¿½ï¿½kï¿½ï¿½, Line: 4093
Tables Dialog, Line: 4098
MS Shell Dlg, Line: 4099
Tables, Line: 4102
, Line: 4103
SysListView32, Line: 4103
New row, Line: 4104
Save table, Line: 4105
Add row to >, Line: 4106
, Line: 4107
SysListView32, Line: 4107
Record To >, Line: 4108
, Line: 4109
SysListView32, Line: 4109
Parameters, Line: 4110
Entities, Line: 4111
Read CSV, Line: 4112
Delete Row(s), Line: 4113
Select Script File, Line: 4115
Run script, Line: 4116
Clear parameters, Line: 4117
OK, Line: 4118
?, Line: 4119
MS Shell Dlg, Line: 4124
ok, Line: 4126
x, Line: 4127
?, Line: 4129
Dialog, Line: 4134
MS Shell Dlg, Line: 4135
Takï¿½m Yï¿½zeyi Seï¿½, Line: 4137
Cancel, Line: 4138
Calculate, Line: 4139
Curve Seï¿½, Line: 4140
Turn Tool, Line: 4145
MS Shell Dlg, Line: 4146
OK, Line: 4148
Cancel, Line: 4149
Select Tool, Line: 4150
..., Line: 4151
X, Line: 4155
Y, Line: 4156
Z, Line: 4157
Contour Start Point Dialog, Line: 4162
MS Shell Dlg, Line: 4163
OK, Line: 4165
Cancel, Line: 4166
Line Direction Angle, Line: 4167
Use dialog sorting start point, Line: 4169
Button, Line: 4170
Start from imaginary line intersection point. Line first point: Closed loop center, Line: 4171
Button, Line: 4172
Nearest point on contour to selected geometries, Line: 4173
Button, Line: 4174
Curve start point, Line: 4175
Button, Line: 4175
Tangent angle, Line: 4176
Button, Line: 4176
Dialog sorting start point, Line: 4178
..., Line: 4179
..., Line: 4180
Result point on source contour, Line: 4181
Update dialog sorting start point after calculating result point on contour, Line: 4183
Button, Line: 4184
Apply collision check for entry and exit moves after calculation.Entry/exit move will be removed if colliding., Line: 4185
Button, Line: 4186
Static, Line: 4187
Ask start point at the begining, Line: 4189
Button, Line: 4190
MS Shell Dlg, Line: 4195
Mold, Line: 4197
Upper Limit, Line: 4198
Select point, Line: 4199
Split, Line: 4200
Make Toolpath, Line: 4202
Clear, Line: 4204
Free, Line: 4205
Button, Line: 4205
On mold surface, Line: 4206
Button, Line: 4206
On Upper Limit, Line: 4207
Button, Line: 4207
Delete entity, Line: 4208
Make, Line: 4211
Disable, Line: 4213
Button, Line: 4213
Bulge, Line: 4214
, Line: 4215
SysTreeView32, Line: 4215
Add row to properties, Line: 4218
Properties to checked, Line: 4219
, Line: 4220
SysListView32, Line: 4220
Clear properties, Line: 4221
Start, Line: 4222
Button, Line: 4222
End, Line: 4223
Button, Line: 4223
From curves, Line: 4224
Transform, Line: 4225
Reverse, Line: 4226
Tool geo, Line: 4227
Reset snap distance, Line: 4228
Move only checked arcs, Line: 4230
Button, Line: 4231
Show arc names, Line: 4232
Button, Line: 4232
Undo last move, Line: 4233
MS Shell Dlg, Line: 4238
SolidCNC selection bar, Line: 4240
Compact Cut Report Attributes Dialog, Line: 4245
MS Shell Dlg, Line: 4246
OK, Line: 4248
Cancel, Line: 4249
Distance between groups, Line: 4251
Grouping Xno , Yno, Line: 4254
Change Contour Visaul Attributes, Line: 4255
Change Inner Contour Visual Attributes, Line: 4256
Change Text Visual Attributes, Line: 4257
Group equal plates, Line: 4258
Button, Line: 4258
Add curves to report, Line: 4259
Button, Line: 4260
Save report as DXF automatically, Line: 4262
Button, Line: 4263
Reorder closed plate operations start point, Line: 4264
Resort plate operations, Line: 4266
DXF Export Dialog, Line: 4271
MS Shell Dlg, Line: 4272
OK, Line: 4274
Cancel, Line: 4275
Make arc fit for polyline, Line: 4276
Button, Line: 4276
Blade Cutting, Line: 4281
MS Shell Dlg, Line: 4282
Tool, Line: 4285
Part Height, Line: 4286
Lift up, Line: 4289
Select Contour, Line: 4290
Type, Line: 4291
Safe Z, Line: 4294
Plunge H, Line: 4295
Max cutting depth lines, Line: 4297
Max cutting depth arcs, Line: 4298
Add, Line: 4302
Delete, Line: 4303
C Angle Change Parameters, Line: 4304
Angle Start, Line: 4305
Angle End, Line: 4307
C Angle Offset, Line: 4312
Cutting, Line: 4314
Entry, Line: 4315
Exit, Line: 4316
Link, Line: 4317
Spindle, Line: 4318
Lines, Line: 4319
Arcs, Line: 4320
, Line: 4321
SysListView32, Line: 4321
Recalculate, Line: 4322
Feedrates, Line: 4323
Set, Line: 4334
Z overcut, Line: 4335
Calculate, Line: 4337
A Angle Parameters, Line: 4338
Taper angle, Line: 4340
Attach taper value to edge, Line: 4342
Stock to leave, Line: 4343
Tool rotate CCW, Line: 4345
Button, Line: 4345
Taper Height, Line: 4346
Trim extension type, Line: 4349
Trim distance for start, Line: 4350
Trim distance for end, Line: 4352
Reverse tool side, Line: 4354
Dialog, Line: 4360
MS Shell Dlg, Line: 4361
, Line: 4363
msctls_trackbar32, Line: 4363
>, Line: 4364
Stop, Line: 4365
Chamfer Solid 2.5, Line: 4370
MS Shell Dlg, Line: 4371
Top, Line: 4373
Button, Line: 4373
Bottom, Line: 4374
Button, Line: 4374
Chamfer width, Line: 4377
Chamfer height, Line: 4378
Select bodies, Line: 4379
Chamfer inner loops, Line: 4380
Button, Line: 4381
Chamfer outer loop, Line: 4382
Button, Line: 4383
Fillet Solid2.5 D, Line: 4388
MS Shell Dlg, Line: 4389
Fillet radius, Line: 4391
Fillet Top, Line: 4393
Button, Line: 4393
Fillet Bottom, Line: 4394
Button, Line: 4394
Select bodies, Line: 4395
Fillet inner loops, Line: 4396
Button, Line: 4397
Fillet outer loop, Line: 4398
Button, Line: 4399
Helical revolution, Line: 4404
MS Shell Dlg, Line: 4405
Revolve, Line: 4407
Select section to revolve (X axis along diameter , Y axis along cylinder ax), Line: 4408
Select origin of diameter on section, Line: 4409
Select origin of z (cylinder axis) on section, Line: 4410
Start Diameter for origin, Line: 4413
Delta Diameter per round, Line: 4414
Start Angle, Line: 4415
Number of revolutions, Line: 4417
Base z limit, Line: 4419
Top z limit, Line: 4420
Pitch, Line: 4423
Delta pitch per round, Line: 4425
Tranform on workplane, Line: 4431
MS Shell Dlg, Line: 4432
OK, Line: 4434
, Line: 4435
SysTabControl32, Line: 4435
Transform all, Line: 4436
Button, Line: 4436
Transform only workCS, Line: 4437
Button, Line: 4437
MS Shell Dlg, Line: 4442
Delta X, Line: 4447
Delta Y, Line: 4448
Delta Z, Line: 4449
Lock, Line: 4450
Button, Line: 4450
Lock, Line: 4451
Button, Line: 4451
Lock, Line: 4452
Button, Line: 4452
Click on graphics window to lock , double click to unlock, Line: 4453
MS Shell Dlg, Line: 4458
Angle, Line: 4461
Lock, Line: 4462
Button, Line: 4462
Click on graphics window to lock , double click to unlock, Line: 4463
MS Shell Dlg, Line: 4468
Mirror Axis, Line: 4470
X, Line: 4471
Button, Line: 4471
Y, Line: 4472
Button, Line: 4472
Apply, Line: 4473
MS Shell Dlg, Line: 4478
X factor, Line: 4483
Y factor, Line: 4484
Z factor, Line: 4485
Apply, Line: 4486
Import points from text file, Line: 4491
MS Shell Dlg, Line: 4492
OK, Line: 4494
Cancel, Line: 4495
..., Line: 4497
Lua script file for importing text, Line: 4498
Lua script for exporting geo, Line: 4499
..., Line: 4501
Keywords to parse (comma separated), Line: 4502
Extend trim geometry, Line: 4508
MS Shell Dlg, Line: 4509
String mode, Line: 4511
Button, Line: 4511
By length, Line: 4512
Till point, Line: 4513
Till element, Line: 4514
Strech, Line: 4515
Meet vertex, Line: 4517
Kinematic Part Dialog, Line: 4522
MS Shell Dlg, Line: 4523
OK, Line: 4525
Cancel, Line: 4526
Part Name, Line: 4527
Axis Name, Line: 4529
None, Line: 4531
Button, Line: 4531
Linear, Line: 4532
Button, Line: 4532
Rotation, Line: 4533
Button, Line: 4533
Fixed axis rotation, Line: 4534
Button, Line: 4534
Transformation, Line: 4535
Select geometry, Line: 4536
Tool no, Line: 4539
Dialog Kinematic Simulation, Line: 4544
MS Shell Dlg, Line: 4545
NC file, Line: 4547
Pause, Line: 4549
Button, Line: 4549
Next line, Line: 4550
Command, Line: 4553
>, Line: 4554
<, Line: 4555
0, Line: 4556
Debug, Line: 4557
Button, Line: 4557
Kinematic set dialog, Line: 4562
MS Shell Dlg, Line: 4563
OK, Line: 4565
Cancel, Line: 4566
Set name, Line: 4568
Simulation Lua script path, Line: 4570
..., Line: 4571
Select parent dialog, Line: 4576
MS Shell Dlg, Line: 4577
OK, Line: 4579
Cancel, Line: 4580
Ellipse, Line: 4586
MS Shell Dlg, Line: 4587
X Diameter, Line: 4589
Y Diameter, Line: 4590
Insert, Line: 4593
Angle 1, Line: 4596
Angle 2, Line: 4597
Add line to kinematic set dialog, Line: 4602
MS Shell Dlg, Line: 4603
OK, Line: 4605
Cancel, Line: 4606
Start point, Line: 4609
End point, Line: 4610
Pick start, Line: 4611
Pick end, Line: 4612
Attach to axis, Line: 4615
Line name, Line: 4617
Add/Set, Line: 4619
Delete, Line: 4620
Set lines, Line: 4621
Compact true shape cutting, Line: 4626
MS Shell Dlg, Line: 4627
, Line: 4629
SysListView32, Line: 4629
Select part outline, Line: 4630
Select inner holes, Line: 4631
Select bend lines, Line: 4632
, Line: 4636
SysListView32, Line: 4636
Defaults..., Line: 4637
Operation templates, Line: 4638
Add rectangle stock, Line: 4641
X length, Line: 4642
Y length, Line: 4643
Count, Line: 4644
Add free shape stock, Line: 4647
Sets, Line: 4648
Add new set, Line: 4649
Utilize, Line: 4650
Parameters..., Line: 4651
Clearence, Line: 4653
One by one, Line: 4654
Button, Line: 4654
Part list sorting, Line: 4656
Stock, Line: 4657
Manuel nesting, Line: 4658
Part parameters, Line: 4663
MS Shell Dlg, Line: 4664
OK, Line: 4666
Cancel, Line: 4667
Rotation Step, Line: 4669
Allow mirror, Line: 4670
Button, Line: 4670
User data, Line: 4671
Copy count, Line: 4674
Clearence from tool, Line: 4675
Button, Line: 4676
Extra clearence, Line: 4678
Compact true shape parameters, Line: 4683
MS Shell Dlg, Line: 4684
OK, Line: 4686
Cancel, Line: 4687
Start corner, Line: 4688
Lower left, Line: 4689
Button, Line: 4689
Lower right, Line: 4690
Button, Line: 4690
Upper right, Line: 4691
Button, Line: 4691
Upper left, Line: 4692
Button, Line: 4692
Nesting precision, Line: 4694
Touch gap, Line: 4696
Touch percentage, Line: 4698
First push along y axis, Line: 4699
Button, Line: 4700
First push along x axis, Line: 4701
Button, Line: 4702
Order direction, Line: 4703
Material table, Line: 4704
User data table, Line: 4706
Must be selected prior to adding parts and stocks, Line: 4708
Button, Line: 4709
Materials, Line: 4711
Color, Line: 4712
, Line: 4713
Copy count detection key words (coma seperated), Line: 4715
Dimension scale factor for area, Line: 4717
Text search enlarge value, Line: 4720
Define color dialog, Line: 4725
MS Shell Dlg, Line: 4726
, Line: 4728
Color Dialog, Line: 4730
Select model for color, Line: 4731
Add color, Line: 4732
, Line: 4733
msctls_updown32, Line: 4733
X, Line: 4734
File Explorer, Line: 4740
MS Shell Dlg, Line: 4741
OK, Line: 4743
Cancel, Line: 4744
, Line: 4745
SysTreeView32, Line: 4745
Get Selected Item, Line: 4746
Refresh, Line: 4747
GetMyContour, Line: 4748
Sorting Dialog, Line: 4753
MS Shell Dlg, Line: 4754
, Line: 4756
SysListView32, Line: 4756
Add to list, Line: 4757
Delete key, Line: 4758
Add to list, Line: 4759
Delete value, Line: 4760
, Line: 4764
SysListView32, Line: 4764
Priority, Line: 4766
Keys, Line: 4767
Values, Line: 4768
Blade cutting parameters, Line: 4778
MS Shell Dlg, Line: 4779
OK, Line: 4781
Cancel, Line: 4782
Part height, Line: 4783
Tangent threshold angle, Line: 4786
Continueous rotation, Line: 4787
Button, Line: 4787
n rounds, Line: 4788
Angle step for digitising, Line: 4790
True ofset, Line: 4792
Button, Line: 4792
Lift up, Line: 4794
Profile machining, Line: 4795
Button, Line: 4795
Roughing Clearence, Line: 4799
Rough step, Line: 4800
Fine step, Line: 4801
Machining interval, Line: 4804
Start angle, Line: 4805
End angle, Line: 4806
Spindle right, Line: 4807
Button, Line: 4807
Spindle left, Line: 4808
Button, Line: 4808
Trim extension at start, Line: 4810
Button, Line: 4811
Trim extension at end, Line: 4812
Button, Line: 4812
Rough, Line: 4813
Button, Line: 4813
Finish, Line: 4814
Button, Line: 4814
Curve clone by sweep, Line: 4819
MS Shell Dlg, Line: 4820
Count per curve, Line: 4823
Select curves, Line: 4824
Scale factor, Line: 4827
Manuel Nesting, Line: 4832
MS Shell Dlg, Line: 4833
Push Left, Line: 4835
Push Right, Line: 4836
Push Up, Line: 4837
Push Down, Line: 4838
Rotate, Line: 4839
CCW, Line: 4840
CW, Line: 4841
Pin, Line: 4844
Properties, Line: 4850
MS Shell Dlg, Line: 4851
OK, Line: 4853
Cancel, Line: 4854
, Line: 4855
SysListView32, Line: 4855
Add, Line: 4856
Tool Axis Control, Line: 4863
MS Shell Dlg, Line: 4864
OK, Line: 4866
Cancel, Line: 4867
Work plane Z direction, Line: 4868
Button, Line: 4868
Rotate around tangent direction, Line: 4869
Button, Line: 4870
Angle, Line: 4872
Tool axis angle max  step, Line: 4873
Linear move max step, Line: 4875
Laser offset, Line: 4877
Make taper interactor, Line: 4879
Button, Line: 4880
Taper interactor extension, Line: 4882
Tool axis during entry, Line: 4884
Tool axis during exit, Line: 4885
Segmentation Parameters Dialog, Line: 4891
MS Shell Dlg, Line: 4892
OK, Line: 4894
Cancel, Line: 4895
Extract region pixel selection options, Line: 4896
White threshold, Line: 4897
Button, Line: 4897
RGB threshold, Line: 4898
Button, Line: 4898
Pixel selection by script, Line: 4899
Button, Line: 4900
threshold, Line: 4902
Lua script path, Line: 4905
..., Line: 4906
Set, Line: 4907
Pick RGB, Line: 4909
Set RGB As Min, Line: 4910
Set RGB As Max, Line: 4911
Offset RGB, Line: 4913
Median filter page n, Line: 4916
Delta check threshold, Line: 4917
Segmented Solid Dialog, Line: 4922
MS Shell Dlg, Line: 4923
Make voxel models from all, Line: 4925
Close, Line: 4926
Name, Line: 4928
Work plane, Line: 4930
Side undefined, Line: 4931
Button, Line: 4931
Left, Line: 4932
Button, Line: 4932
Right, Line: 4933
Button, Line: 4933
Side, Line: 4934
, Line: 4937
SysListView32, Line: 4937
Pixels min, Line: 4938
Pixels max, Line: 4939
Is neighbor threshold, Line: 4941
Net settings..., Line: 4942
Segmented solid net, Line: 4947
MS Shell Dlg, Line: 4948
Calculate, Line: 4950
Close, Line: 4951
Max radius change offset, Line: 4954
Net angle step, Line: 4955
Make net triangles, Line: 4956
Button, Line: 4956
Make net curves, Line: 4957
Button, Line: 4957
, Line: 4958
SysListView32, Line: 4958
Net height step, Line: 4960
Picture resolution length, Line: 4963
Decimation N, Line: 4964
Region hull break count, Line: 4968
Region inner loops hull break count, Line: 4969
Small loop area threshold, Line: 4970
Two convex points close threshold, Line: 4972
Subdivision Curves Dialog , Line: 4977
MS Shell Dlg, Line: 4978
Close, Line: 4980
Chaikin subdivision, Line: 4981
Subdivision count, Line: 4982
Dialog image filter, Line: 4988
MS Shell Dlg, Line: 4989
Moving avarage filter, Line: 4993
Apply filter along width, Line: 4994
Button, Line: 4995
Apply filter along height, Line: 4996
Button, Line: 4997
Kernel size in width, Line: 4998
Kernel size in height, Line: 4999
Conditional (apply filter to pixels in selection range), Line: 5000
Button, Line: 5001
Median filter, Line: 5002
Make lines on surface, Line: 5007
MS Shell Dlg, Line: 5008
Line generation type, Line: 5011
Normal Line Length, Line: 5013
Select surfaces to make lines, Line: 5014
Side tilt angle, Line: 5017
Forward tilt angle, Line: 5018
Delta Angle, Line: 5020
Make negative normal lines, Line: 5021
Button, Line: 5022
Make surface boundary curves, Line: 5023
Button, Line: 5024
Make positive normal lines, Line: 5025
Button, Line: 5026
Boundary offset, Line: 5028
Loop points count, Line: 5029
Shift normal lines, Line: 5031
Dialog Segment Surface Point Generator, Line: 5036
MS Shell Dlg, Line: 5037
, Line: 5039
SysListView32, Line: 5039
Make segment surface, Line: 5041
Grid Maker Dialog, Line: 5046
MS Shell Dlg, Line: 5047
OK, Line: 5049
X coordinates(; seperated), Line: 5052
Y coordinates(; seperated), Line: 5053
+ Add range, Line: 5054
+ Add range, Line: 5055
Clear, Line: 5056
Clear, Line: 5057
Make geometry, Line: 5058
Make  net, Line: 5059
Zc, Line: 5061
X sections, Line: 5062
Button, Line: 5062
Y sections, Line: 5063
Button, Line: 5063
Make sections, Line: 5064
Net from curves, Line: 5065
Cartesian, Line: 5066
Button, Line: 5066
Cylindirical, Line: 5067
Button, Line: 5067
Spherical, Line: 5068
